date,month,day,cf,income_item,expense_item,dedu_item,content,amount,payment_type,user,group,entry_date,update_date
2024/11/10,11,10,支出,,通信費,,Povo,44,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/10,2024/11/10
2024/11/09,11,9,支出,,副食物費,,ドンキ,1200,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/09,2024/11/09
2024/11/09,11,9,支出,,特別費,,プール,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/09,2024/11/09
2024/11/08,11,8,支出,,副食物費,,ロピア,1593,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/08,2024/11/08
2024/11/08,11,8,支出,,副食物費,,ドンキ,1242,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/08,2024/11/08
2024/11/08,11,8,支出,,特別費,,プール,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/08,2024/11/08
2024/11/06,11,6,支出,,車関連費,,駐車場,500,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,車関連費,,駐車場,500,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,車関連費,,駐車場,1000,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,特別費,,日光東照宮,1600,ビックカメラSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,特別費,,華厳の滝,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,主食費2,,菱屋,720,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,主食費2,,コンビニ,237,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,主食費2,,コンビニ,602,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,車関連費,,ETC,6392,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/06,11,6,支出,,特別費,,曇り止め、足ツボ,2301,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/06,2024/11/06
2024/11/05,11,5,支出,,特別費,,プール,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/05,2024/11/05
2024/11/04,11,4,支出,,副食物費,,生協11-1,4871,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/04,2024/11/04
2024/11/04,11,4,支出,,調味料,,生協11-1,773,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/04,2024/11/04
2024/11/04,11,4,支出,,住宅・家具費,,生協11-1,499,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/04,2024/11/04
2024/11/04,11,4,支出,,副食物費,,イオン,2204,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/04,2024/11/04
2024/11/04,11,4,支出,,住宅・家具費,,イオン,492,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/04,2024/11/04
2024/11/03,11,3,支出,,職業費,,イギリスへお土産,579,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/11/03,2024/11/03
2024/11/03,11,3,支出,,副食物費,,業務,192,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/11/03,2024/11/03
2024/11/03,11,3,支出,,車関連費,,羽田駐車場,300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/03,2024/11/03
2024/11/03,11,3,支出,,特別費,,プール,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/03,2024/11/03
2024/11/03,11,3,支出,,車関連費,,ETC,2010,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/03,2024/11/03
2024/11/02,11,2,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/02,2024/11/02
2024/11/02,11,2,支出,,副食物費,,サミット,859,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/02,2024/11/02
2024/11/01,11,1,支出,,主食費1,,イオン,321,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/11/01,11,1,支出,,副食物費,,イオン,1318,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/11/01,11,1,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/11/01,11,1,支出,,住宅・家具費,,粗大ゴミ　回収,200,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/11/01,11,1,支出,,副食物費,,イオン,261,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/11/01,11,1,支出,,職業費,,ジャストシステム,330,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/11/01,2024/11/01
2024/10/31,10,31,支出,,特別費,,耳栓,680,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/31,2024/10/31
2024/10/31,10,31,支出,,通信費,,IIJ,660,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/31,2024/10/31
2024/10/30,10,30,支出,,特別費,,プール,700,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/30,2024/10/30
2024/10/30,10,30,支出,,車関連費,,"ガソリン
49L
161円/L",7742,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/30,2024/10/30
2024/10/30,10,30,支出,,副食物費,,フジ,1152,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/30,2024/10/30
2024/10/29,10,29,支出,,職業費,,Suica,10000,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/29,2024/10/29
2024/10/29,10,29,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/29,2024/10/29
2024/10/29,10,29,支出,,副食物費,,まいばすけっと,106,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/29,2024/10/29
2024/10/29,10,29,支出,,副食物費,,つきみの生鮮市場,3358,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/29,2024/10/29
2024/10/29,10,29,支出,,娯楽費,,Netflix,1490,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/29,2024/10/29
2024/10/28,10,28,支出,,副食物費,,生協10-5,6532,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,支出,,調味料,,生協10-5,1067,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,支出,,住宅・家具費,,生協10-5,957,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,支出,,保険・衛生費,,アフラック,4040,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,貯蓄,,,,ソニー生命,22781,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,貯蓄,,,,ソニー生命,22781,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,控除,,,住民税,202410,25600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,控除,,,健康保険料,202410,33932,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,控除,,,介護保険,202410,5440,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/28,10,28,控除,,,厚生年金保険料,202410,59475,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/28,2024/10/28
2024/10/27,10,27,支出,,職業費,,古民家出店利用,3500,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/27,10,27,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/27,10,27,支出,,副食物費,,イオン,253,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/27,10,27,支出,,主食費2,,焼肉,4543,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/27,10,27,支出,,住宅・家具費,,風呂場のスロープ,1692,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/27,10,27,支出,,住宅・家具費,,衣装ケース,1658,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/27,2024/10/27
2024/10/26,10,26,支出,,職業費,,お昼美保子さんと,3040,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/26,2024/10/26
2024/10/26,10,26,支出,,副食物費,,河野牛豚肉店,6000,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/26,2024/10/26
2024/10/25,10,25,支出,,職業費,,ファミマ,926,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,収入,給与,,,月額,636723,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,健康保険料,,19352,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,介護保険,,5605,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,厚生年金保険料,,53985,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,雇用保険,,4315,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,所得税,,29710,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,控除,,,住民税,,36600,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,支出,,特別費,,自動車保険,4310,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,支出,,特別費,,セーフティ,7610,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,貯蓄,,,,マッチング拠出,25320,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/25,10,25,支出,,副食物費,,イオン,1767,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/25,2024/10/25
2024/10/24,10,24,支出,,主食費1,,イオン　ラーメン,473,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/24,2024/10/24
2024/10/24,10,24,支出,,副食物費,,イオン　,2331,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/24,2024/10/24
2024/10/24,10,24,支出,,娯楽費,,コンサート　Tシャツ,6000,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/24,2024/10/24
2024/10/23,10,23,支出,,職業費,,Suica,5000,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/23,2024/10/23
2024/10/23,10,23,支出,,副食物費,,サミット,911,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/23,2024/10/23
2024/10/23,10,23,支出,,娯楽費,,Apple one,1980,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/23,2024/10/23
2024/10/22,10,22,支出,,副食物費,,イオン,425,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/22,2024/10/22
2024/10/21,10,21,支出,,保険・衛生費,,ヘアカット,3850,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/21,2024/10/21
2024/10/21,10,21,支出,,副食物費,,生協10-4,7024,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/21,2024/10/21
2024/10/21,10,21,支出,,教育費,,上智大学　学費,539000,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/21,2024/10/21
2024/10/20,10,20,支出,,副食物費,,イオン,2831,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/20,2024/10/20
2024/10/19,10,19,支出,,通信費,,POVO,990,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/19,2024/10/19
2024/10/18,10,18,支出,,保険・衛生費,,マスク,386,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,教養費,,コンサートあと食事,2400,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,副食物費,,東急,2762,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,保険・衛生費,,薬,2300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,保険・衛生費,,横浜ゆうメンタルクリニック　診断書,6300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,副食物費,,東急,1797,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,副食物費,,東急,965,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/18,10,18,支出,,副食物費,,肉の斉藤,330,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/18,2024/10/18
2024/10/17,10,17,支出,,特別費,,プール,300,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/17,2024/10/17
2024/10/16,10,16,支出,,職業費,,Udemy,3300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/16,2024/10/16
2024/10/16,10,16,支出,,職業費,,オフィス365,1133,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/16,2024/10/16
2024/10/14,10,14,支出,,保険・衛生費,,髪ゴム,330,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,副食物費,,イオン,1566,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,保険・衛生費,,イオン,4672,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,副食物費,,生協10-3,6005,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,調味料,,生協10-3,903,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,衣服費,,ワークマン,3880,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/14,10,14,支出,,通信費,,docomo,2973,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/14,2024/10/14
2024/10/13,10,13,支出,,主食費2,,長野でそば,2440,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/13,10,13,支出,,副食物費,,アグリナガヌマ,1140,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/13,10,13,支出,,副食物費,,MI DO RI,97,モバイルSuica,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/13,10,13,支出,,車関連費,,ETC,10220,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/13,10,13,支出,,通信費,,KDDI,6493,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/13,10,13,支出,,保険・衛生費,,損保ジャパン,980,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/13,2024/10/13
2024/10/12,10,12,支出,,教養費,,ドリーム,1711,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/12,2024/10/12
2024/10/12,10,12,支出,,主食費2,,うどん,890,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/12,2024/10/12
2024/10/12,10,12,支出,,副食物費,,コンビニ,278,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/12,2024/10/12
2024/10/12,10,12,支出,,車関連費,,"ガソリン
160円/L
32.20L",5152,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/12,2024/10/12
2024/10/12,10,12,支出,,通信費,,楽天モバイル,3281,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/12,2024/10/12
2024/10/11,10,11,支出,,調味料,,業務,2151,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/11,2024/10/11
2024/10/11,10,11,支出,,住宅・家具費,,島忠,1726,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/11,2024/10/11
2024/10/11,10,11,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/11,2024/10/11
2024/10/10,10,10,支出,,特別費,,腰ベルト部品,1463,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/10,2024/10/10
2024/10/10,10,10,支出,,職業費,,iCloud,1300,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/10,2024/10/10
2024/10/10,10,10,支出,,通信費,,Povo,59,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/10,2024/10/10
2024/10/10,10,10,支出,,光熱費,,au電気　ガス　202407,24346,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/10,2024/10/10
2024/10/10,10,10,収入,その他,,,全国健康保険,180009,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/10,2024/10/10
2024/10/09,10,9,支出,,職業費,,ビーバー,237,現金,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/10/09,2024/10/09
2024/10/09,10,9,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/09,2024/10/09
2024/10/09,10,9,支出,,副食物費,,イオン,785,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/09,2024/10/09
2024/10/08,10,8,支出,,副食物費,,コンビニ,475,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/08,2024/10/08
2024/10/07,10,7,支出,,調味料,,生協10-2,797,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/07,2024/10/07
2024/10/07,10,7,支出,,住宅・家具費,,生協10-2,1888,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/07,2024/10/07
2024/10/07,10,7,支出,,副食物費,,生協10-2,2685,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/07,2024/10/07
2024/10/07,10,7,支出,,特別費,,大井川蓬莱橋,100,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/07,2024/10/07
2024/10/07,10,7,支出,,車関連費,,ETC,3510,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/07,2024/10/07
2024/10/06,10,6,支出,,副食物費,,"食鮮館タイヨー
キャンプ飯",4854,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,主食費2,,ランチ,4848,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,特別費,,お守り,2000,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,特別費,,久能山　駐車場,500,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,特別費,,久能山　ロープウェイ,1250,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,特別費,,久能山　参拝,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,特別費,,おきつがわオートキャンプ場,3000,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/06,10,6,支出,,車関連費,,ETC,2180,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/06,2024/10/06
2024/10/05,10,5,支出,,副食物費,,イオン,5031,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/05,2024/10/05
2024/10/04,10,4,支出,,副食物費,,サミット,4578,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/04,2024/10/04
2024/10/04,10,4,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/04,2024/10/04
2024/10/04,10,4,支出,,職業費,,Udemy,1800,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/04,2024/10/04
2024/10/02,10,2,支出,,住宅・家具費,,セリア,330,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/02,2024/10/02
2024/10/02,10,2,支出,,副食物費,,コンビニ,335,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/02,2024/10/02
2024/10/02,10,2,支出,,副食物費,,イオン,1445,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/02,2024/10/02
2024/10/02,10,2,支出,,娯楽費,,キャンプ,6650,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/02,2024/10/02
2024/10/02,10,2,支出,,職業費,,Udemy,2000,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/02,2024/10/02
2024/10/01,10,1,支出,,特別費,,プール,600,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/01,2024/10/01
2024/10/01,10,1,支出,,副食物費,,アピタ,1563,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/01,2024/10/01
2024/10/01,10,1,支出,,車関連費,,"ガソリン
160円/L
50.02L",8003,Tカード-Aplus,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/01,2024/10/01
2024/10/01,10,1,支出,,職業費,,ジャストシステム,330,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/10/01,2024/10/01
2024/09/30,9,30,支出,,特別費,,可児母デカフェ,1026,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,調味料,,カルディ,1622,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,保険・衛生費,,ヘアマスカラ,715,AEON-VISA 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,副食物費,,イオン,794,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,住宅・家具費,,イオン,1423,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,保険・衛生費,,病院,3920,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,副食物費,,生協10-1,4011,現金,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,通信費,,IIJ,660,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/30,9,30,支出,,教育費,,はる果　教育テキスト,1490,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/30,2024/09/30
2024/09/29,9,29,支出,,保険・衛生費,,ハブ茶,1798,楽天 - JCB 知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/09/29,2024/09/29
2024/09/29,9,29,支出,,副食物費,,つきみの海鮮市場　角上魚類,13601,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/29,2024/09/29
2024/09/29,9,29,支出,,娯楽費,,Netflix,1490,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/29,2024/09/29
2024/09/28,9,28,支出,,住宅・家具費,,マット,1290,ルミネ-JCB　知子,67fee1aaaec9e540985a7c6f,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
2024/09/28,9,28,支出,,副食物費,,イオン,170,三井住友VISA,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
2024/09/28,9,28,支出,,副食物費,,OK,98,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
2024/09/28,9,28,支出,,主食費2,,おむすび,480,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
2024/09/28,9,28,支出,,副食物費,,コンビニ,282,昌幸-PayPay,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
2024/09/28,9,28,支出,,住宅・家具費,,タオル,1390,AmazonMaster,67fee14baec9e540985a7c49,67fee15caec9e540985a7c57,2024/09/28,2024/09/28
